timestamp, angular_velocity_x, angular_velocity_y, angular_velocity_z, linear_acceleration_x, linear_acceleration_y, linear_acceleration_z
1520530308181901469, 0.1408812216651917, -0.06578007892495719, 0.0346210941710301, -1.648970947265625, -0.39158569335937504, 10.600356445312501
1520530308186917469, 0.13156015784991437, -0.06897587223305228, 0.02982740420888747, -1.60226806640625, -0.38200561523437504, 10.632689208984376
1520530308191934469, 0.1227717262526529, -0.07483482663122659, 0.02769687533682408, -1.560355224609375, -0.360450439453125, 10.630294189453126
1520530308196949469, 0.11664645574547064, -0.08415589044650393, 0.0290284558818637, -1.47772705078125, -0.37242553710937504, 10.63388671875
1520530308201966469, 0.10998855302027255, -0.09108010928070995, 0.0290284558818637, -1.4250366210937502, -0.36404296875000003, 10.624306640625
1520530308206981469, 0.10679275971217746, -0.09693906367888427, 0.02769687533682408, -1.407073974609375, -0.34129028320312504, 10.594368896484376
1520530308211997469, 0.10146643753201898, -0.10013485698697937, 0.026631610900792385, -1.4130615234375001, -0.3209326171875, 10.515333251953125
1520530308217014469, 0.09560748313384466, -0.0982706442239239, 0.02929477199087162, -1.3555810546875, -0.30177246093750004, 10.496173095703126
1520530308222029469, 0.09214537371674165, -0.09294432204376542, 0.031158984753927088, -1.32444580078125, -0.24069946289062502, 10.481802978515626
1520530308227046469, 0.09081379317170203, -0.08468852266451977, 0.032756881407974635, -1.35797607421875, -0.1676513671875, 10.391989746093751
1520530308232062469, 0.0916127414987258, -0.07403587830420283, 0.038615835806148954, -1.332828369140625, -0.15567626953125, 10.342891845703125
1520530308237077469, 0.09081379317170203, -0.05992112452678287, 0.04607268685837083, -1.33402587890625, -0.15687377929687502, 10.27702880859375
1520530308242094469, 0.09028116095368618, -0.045540054640354974, 0.051665325147537224, -1.32444580078125, -0.1484912109375, 10.247091064453125
1520530308247109469, 0.08921589651765449, -0.027430559227816155, 0.05938849230876701, -1.427431640625, -0.1580712890625, 10.153685302734376
1520530308252126469, 0.0926780059347575, -0.010918960469324878, 0.06524744670694134, -1.55197265625, -0.18202148437500001, 10.069859619140626
1520530308257141469, 0.09614011535186051, 0.00692421883420602, 0.06604639503396512, -1.59747802734375, -0.27542724609375, 10.0638720703125
1520530308262157469, 0.09800432811491597, 0.022370553156665602, 0.06791060779702057, -1.64537841796875, -0.310155029296875, 10.053094482421875
1520530308267175469, 0.09800432811491597, 0.03675162304309349, 0.06737797557900473, -1.6130456542968752, -0.384400634765625, 10.09740234375
1520530308272190469, 0.10359696640408238, 0.03834951969714103, 0.06657902725198096, -1.465751953125, -0.44068359375000005, 10.27702880859375
1520530308277206469, 0.1027980180770586, 0.029561088099879545, 0.06737797557900473, -1.40108642578125, -0.44307861328125003, 10.39677978515625
1520530308282221469, 0.10146643753201898, 0.012250541014364496, 0.06551376281594927, -1.32444580078125, -0.46343627929687503, 10.424322509765625
1520530308287237469, 0.10226538585904275, -0.003195793308095086, 0.06578007892495719, -1.24780517578125, -0.4167333984375, 10.508148193359375
1520530308292254469, 0.10226538585904275, -0.02077265650261806, 0.06418218227090965, -1.1651770019531251, -0.34727783203125, 10.563233642578126
1520530308297269469, 0.10492854694912199, -0.03888215191515688, 0.06631271114297303, -1.1819421386718751, -0.247884521484375, 10.585986328125001
1520530308302286469, 0.10705907582118539, -0.050866376820513454, 0.06631271114297303, -1.17116455078125, -0.17962646484375, 10.5907763671875
1520530308307302469, 0.10865697247523293, -0.060720072853806636, 0.06950850445106813, -1.146016845703125, -0.1389111328125, 10.508148193359375
1520530308312316469, 0.1139832946553914, -0.06551376281594927, 0.07137271721412358, -1.1472143554687502, -0.101788330078125, 10.53569091796875
1520530308317334469, 0.11930961683554989, -0.06897587223305228, 0.07350324608618698, -1.120869140625, -0.077838134765625, 10.527308349609376
1520530308322350469, 0.12223909403463704, -0.06844324001503643, 0.07616640717626622, -1.1831396484375, -0.039517822265625, 10.477012939453125
1520530308327366469, 0.12809804843281136, -0.06311691783487795, 0.0759000910672583, -1.2633728027343751, -0.0622705078125, 10.4183349609375
1520530308332382469, 0.12969594508685892, -0.05539375067364816, 0.07483482663122659, -1.325643310546875, -0.09340576171875001, 10.352471923828125
